CarID,city mpg,Sum of DimCar,Driven_Wheels,Engine Cylinders,Engine Fuel Type,Engine HP,highway MPG,Market Category,Make,Model,MSRP,Number of Doors,Popularity,Transmission Type,Vehicle Size,Vehicle Style,Year
7990,20,7990,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,260,27,UNKNOWN,NISSAN,QUEST,30280,4,2009,AUTOMATIC,COMPACT,PASSENGER MINIVAN,2015
7991,20,7991,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,260,27,UNKNOWN,NISSAN,QUEST,34060,4,2009,AUTOMATIC,COMPACT,PASSENGER MINIVAN,2015
7992,16,7992,REAR WHEEL DRIVE,6,REGULAR UNLEADED,261,22,UNKNOWN,NISSAN,XTERRA,23660,4,2009,AUTOMATIC,MIDSIZE,4DR SUV,2015
7993,16,7993,REAR WHEEL DRIVE,4,REGULAR UNLEADED,106,20,UNKNOWN,NISSAN,VAN,2000,3,2009,MANUAL,COMPACT,PASSENGER MINIVAN,1990
7994,26,7994,ALL WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),188,31,"CROSSOVER,HATCHBACK",NISSAN,JUKE,24150,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2015
7995,26,7995,ALL WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),188,31,"CROSSOVER,HATCHBACK,PERFORMANCE",NISSAN,JUKE,27230,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2015
7996,16,7996,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,261,20,UNKNOWN,NISSAN,XTERRA,26300,4,2009,MANUAL,MIDSIZE,4DR SUV,2014
7997,28,7997,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),188,32,"CROSSOVER,HATCHBACK",NISSAN,JUKE,25240,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2017
7998,28,7998,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),188,32,"CROSSOVER,HATCHBACK",NISSAN,JUKE,22550,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2017
7999,28,7999,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),188,32,"CROSSOVER,HATCHBACK",NISSAN,JUKE,20250,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2017
8000,26,8000,ALL WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),188,30,"CROSSOVER,HATCHBACK",NISSAN,JUKE,22100,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2017
8001,26,8001,ALL WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),188,30,"CROSSOVER,HATCHBACK",NISSAN,JUKE,24400,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2017
8002,26,8002,ALL WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),188,30,"CROSSOVER,HATCHBACK",NISSAN,JUKE,26940,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2017
8003,26,8003,ALL WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),188,30,"CROSSOVER,HATCHBACK,PERFORMANCE",NISSAN,JUKE,27230,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2017
8004,25,8004,ALL WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),211,29,"CROSSOVER,HATCHBACK,FACTORY TUNER,PERFORMANCE",NISSAN,JUKE,30020,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2017
8005,27,8005,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),188,33,"CROSSOVER,HATCHBACK,PERFORMANCE",NISSAN,JUKE,24830,4,2009,MANUAL,COMPACT,4DR HATCHBACK,2017
8006,26,8006,ALL WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),188,31,"CROSSOVER,HATCHBACK",NISSAN,JUKE,22100,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2015
8007,26,8007,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),215,31,"CROSSOVER,HATCHBACK,FACTORY TUNER,PERFORMANCE",NISSAN,JUKE,28020,4,2009,MANUAL,COMPACT,4DR HATCHBACK,2017
8008,26,8008,ALL WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),188,31,"CROSSOVER,HATCHBACK,PERFORMANCE",NISSAN,JUKE,27230,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2016
8009,28,8009,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),188,32,"CROSSOVER,HATCHBACK",NISSAN,JUKE,20250,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2016
8010,25,8010,ALL WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),215,29,"CROSSOVER,HATCHBACK,FACTORY TUNER,PERFORMANCE",NISSAN,JUKE,30020,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2016
8011,26,8011,ALL WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),188,31,"CROSSOVER,HATCHBACK",NISSAN,JUKE,26940,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2016
8012,26,8012,ALL WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),188,31,"CROSSOVER,HATCHBACK",NISSAN,JUKE,24150,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2016
8013,28,8013,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),188,32,"CROSSOVER,HATCHBACK",NISSAN,JUKE,22300,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2016
8014,25,8014,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (REQUIRED),211,31,"CROSSOVER,HATCHBACK,FACTORY TUNER,PERFORMANCE",NISSAN,JUKE,28020,4,2009,MANUAL,COMPACT,4DR HATCHBACK,2016
8015,26,8015,ALL WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),188,31,"CROSSOVER,HATCHBACK",NISSAN,JUKE,22100,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2016
8016,28,8016,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),188,34,"CROSSOVER,HATCHBACK,PERFORMANCE",NISSAN,JUKE,24830,4,2009,MANUAL,COMPACT,4DR HATCHBACK,2016
8017,28,8017,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),188,34,"CROSSOVER,HATCHBACK,PERFORMANCE",NISSAN,JUKE,24830,4,2009,MANUAL,COMPACT,4DR HATCHBACK,2015
8018,28,8018,FRONT WHEEL DRIVE,4,PREMIUM UNLEADED (RECOMMENDED),188,32,"CROSSOVER,HATCHBACK",NISSAN,JUKE,25240,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2016
8019,31,8019,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,40,HATCHBACK,NISSAN,VERSA NOTE,17980,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2016
8020,31,8020,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,40,HATCHBACK,NISSAN,VERSA NOTE,18710,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2016
8021,31,8021,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,40,HATCHBACK,NISSAN,VERSA NOTE,15480,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2016
8022,18,8022,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),350,26,"FACTORY TUNER,HIGH-PERFORMANCE",NISSAN,370Z,41990,2,2009,MANUAL,COMPACT,COUPE,2016
8023,19,8023,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,34870,2,2009,AUTOMATIC,COMPACT,COUPE,2016
8024,19,8024,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,39270,2,2009,AUTOMATIC,COMPACT,COUPE,2016
8025,19,8025,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),350,26,"FACTORY TUNER,HIGH-PERFORMANCE",NISSAN,370Z,43290,2,2009,AUTOMATIC,COMPACT,COUPE,2016
8026,17,8026,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,24,HIGH-PERFORMANCE,NISSAN,370Z,48100,2,2009,MANUAL,COMPACT,CONVERTIBLE,2016
8027,19,8027,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,284,26,CROSSOVER,NISSAN,PATHFINDER,31980,4,2009,AUTOMATIC,LARGE,4DR SUV,2017
8028,19,8028,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,284,26,CROSSOVER,NISSAN,PATHFINDER,43760,4,2009,AUTOMATIC,LARGE,4DR SUV,2017
8029,19,8029,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,284,26,CROSSOVER,NISSAN,PATHFINDER,34670,4,2009,AUTOMATIC,LARGE,4DR SUV,2017
8030,20,8030,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,284,27,CROSSOVER,NISSAN,PATHFINDER,42070,4,2009,AUTOMATIC,LARGE,4DR SUV,2017
8031,20,8031,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,284,27,CROSSOVER,NISSAN,PATHFINDER,30290,4,2009,AUTOMATIC,LARGE,4DR SUV,2017
8032,19,8032,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,38370,2,2009,AUTOMATIC,COMPACT,COUPE,2016
8033,20,8033,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,284,27,CROSSOVER,NISSAN,PATHFINDER,36100,4,2009,AUTOMATIC,LARGE,4DR SUV,2017
8034,19,8034,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,284,26,CROSSOVER,NISSAN,PATHFINDER,37790,4,2009,AUTOMATIC,LARGE,4DR SUV,2017
8035,19,8035,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,260,26,CROSSOVER,NISSAN,PATHFINDER,31520,4,2009,AUTOMATIC,LARGE,4DR SUV,2016
8036,19,8036,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,260,26,CROSSOVER,NISSAN,PATHFINDER,34840,4,2009,AUTOMATIC,LARGE,4DR SUV,2016
8037,20,8037,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,260,27,CROSSOVER,NISSAN,PATHFINDER,36410,4,2009,AUTOMATIC,LARGE,4DR SUV,2016
8038,20,8038,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,260,27,CROSSOVER,NISSAN,PATHFINDER,29830,4,2009,AUTOMATIC,LARGE,4DR SUV,2016
8039,19,8039,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,260,26,CROSSOVER,NISSAN,PATHFINDER,43300,4,2009,AUTOMATIC,LARGE,4DR SUV,2016
8040,20,8040,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,260,27,CROSSOVER,NISSAN,PATHFINDER,41610,4,2009,AUTOMATIC,LARGE,4DR SUV,2016
8041,19,8041,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,260,26,CROSSOVER,NISSAN,PATHFINDER,38100,4,2009,AUTOMATIC,LARGE,4DR SUV,2016
8042,20,8042,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,260,27,CROSSOVER,NISSAN,PATHFINDER,33150,4,2009,AUTOMATIC,LARGE,4DR SUV,2016
8043,19,8043,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,260,26,CROSSOVER,NISSAN,PATHFINDER,31470,4,2009,AUTOMATIC,LARGE,4DR SUV,2015
8044,20,8044,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,284,27,CROSSOVER,NISSAN,PATHFINDER,32980,4,2009,AUTOMATIC,LARGE,4DR SUV,2017
8045,19,8045,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,260,26,CROSSOVER,NISSAN,PATHFINDER,43250,4,2009,AUTOMATIC,LARGE,4DR SUV,2015
8046,17,8046,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,24,HIGH-PERFORMANCE,NISSAN,370Z,45270,2,2009,MANUAL,COMPACT,CONVERTIBLE,2016
8047,19,8047,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),350,26,"FACTORY TUNER,HIGH-PERFORMANCE",NISSAN,370Z,43290,2,2009,AUTOMATIC,COMPACT,COUPE,2017
8048,18,8048,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,25,HIGH-PERFORMANCE,NISSAN,370Z,46570,2,2009,AUTOMATIC,COMPACT,CONVERTIBLE,2016
8049,19,8049,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),350,26,"FACTORY TUNER,HIGH-PERFORMANCE",NISSAN,370Z,46790,2,2009,AUTOMATIC,COMPACT,COUPE,2016
8050,18,8050,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,25,HIGH-PERFORMANCE,NISSAN,370Z,49400,2,2009,AUTOMATIC,COMPACT,CONVERTIBLE,2016
8051,18,8051,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,37070,2,2009,MANUAL,COMPACT,COUPE,2016
8052,19,8052,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,31290,2,2009,AUTOMATIC,COMPACT,COUPE,2016
8053,18,8053,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,37970,2,2009,MANUAL,COMPACT,COUPE,2016
8054,18,8054,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,33570,2,2009,MANUAL,COMPACT,COUPE,2016
8055,18,8055,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,37970,2,2009,MANUAL,COMPACT,COUPE,2017
8056,19,8056,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,38370,2,2009,AUTOMATIC,COMPACT,COUPE,2017
8057,19,8057,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,34870,2,2009,AUTOMATIC,COMPACT,COUPE,2017
8058,19,8058,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,31290,2,2009,AUTOMATIC,COMPACT,COUPE,2017
8059,18,8059,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,29990,2,2009,MANUAL,COMPACT,COUPE,2017
8060,18,8060,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),350,26,"FACTORY TUNER,HIGH-PERFORMANCE",NISSAN,370Z,41990,2,2009,MANUAL,COMPACT,COUPE,2017
8061,17,8061,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,24,HIGH-PERFORMANCE,NISSAN,370Z,45270,2,2009,MANUAL,COMPACT,CONVERTIBLE,2017
8062,18,8062,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,33570,2,2009,MANUAL,COMPACT,COUPE,2017
8063,17,8063,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,24,HIGH-PERFORMANCE,NISSAN,370Z,48100,2,2009,MANUAL,COMPACT,CONVERTIBLE,2017
8064,19,8064,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,39270,2,2009,AUTOMATIC,COMPACT,COUPE,2017
8065,18,8065,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,25,HIGH-PERFORMANCE,NISSAN,370Z,46570,2,2009,AUTOMATIC,COMPACT,CONVERTIBLE,2017
8066,18,8066,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,25,HIGH-PERFORMANCE,NISSAN,370Z,49400,2,2009,AUTOMATIC,COMPACT,CONVERTIBLE,2017
8067,18,8067,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,37070,2,2009,MANUAL,COMPACT,COUPE,2017
8068,18,8068,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,25,HIGH-PERFORMANCE,NISSAN,370Z,41820,2,2009,AUTOMATIC,COMPACT,CONVERTIBLE,2017
8069,19,8069,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),350,26,"FACTORY TUNER,HIGH-PERFORMANCE",NISSAN,370Z,46790,2,2009,AUTOMATIC,COMPACT,COUPE,2017
8070,18,8070,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),350,26,"FACTORY TUNER,HIGH-PERFORMANCE",NISSAN,370Z,45490,2,2009,MANUAL,COMPACT,COUPE,2017
8071,20,8071,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,260,27,CROSSOVER,NISSAN,PATHFINDER,33140,4,2009,AUTOMATIC,LARGE,4DR SUV,2015
8072,20,8072,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,260,27,CROSSOVER,NISSAN,PATHFINDER,36210,4,2009,AUTOMATIC,LARGE,4DR SUV,2015
8073,20,8073,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,260,27,CROSSOVER,NISSAN,PATHFINDER,32810,4,2009,AUTOMATIC,LARGE,4DR SUV,2015
8074,18,8074,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,25,HIGH-PERFORMANCE,NISSAN,370Z,41820,2,2009,AUTOMATIC,COMPACT,CONVERTIBLE,2015
8075,18,8075,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,29990,2,2009,MANUAL,COMPACT,COUPE,2015
8076,31,8076,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,39,UNKNOWN,NISSAN,VERSA,15720,4,2009,AUTOMATIC,COMPACT,SEDAN,2017
8077,31,8077,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,39,UNKNOWN,NISSAN,VERSA,14130,4,2009,AUTOMATIC,COMPACT,SEDAN,2017
8078,27,8078,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,36,UNKNOWN,NISSAN,VERSA,11990,4,2009,MANUAL,COMPACT,SEDAN,2017
8079,26,8079,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,35,UNKNOWN,NISSAN,VERSA,13680,4,2009,AUTOMATIC,COMPACT,SEDAN,2017
8080,31,8080,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,39,UNKNOWN,NISSAN,VERSA,17280,4,2009,AUTOMATIC,COMPACT,SEDAN,2017
8081,27,8081,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,36,UNKNOWN,NISSAN,VERSA,11990,4,2009,MANUAL,COMPACT,SEDAN,2016
8082,31,8082,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,40,UNKNOWN,NISSAN,VERSA,17140,4,2009,AUTOMATIC,COMPACT,SEDAN,2016
8083,31,8083,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,40,UNKNOWN,NISSAN,VERSA,15580,4,2009,AUTOMATIC,COMPACT,SEDAN,2016
8084,19,8084,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,31290,2,2009,AUTOMATIC,COMPACT,COUPE,2015
8085,26,8085,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,35,UNKNOWN,NISSAN,VERSA,13540,4,2009,AUTOMATIC,COMPACT,SEDAN,2016
8086,26,8086,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,35,UNKNOWN,NISSAN,VERSA,13490,4,2009,AUTOMATIC,COMPACT,SEDAN,2015
8087,31,8087,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,40,UNKNOWN,NISSAN,VERSA,17590,4,2009,AUTOMATIC,COMPACT,SEDAN,2015
8088,27,8088,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,36,UNKNOWN,NISSAN,VERSA,11990,4,2009,MANUAL,COMPACT,SEDAN,2015
8089,31,8089,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,40,UNKNOWN,NISSAN,VERSA,16890,4,2009,AUTOMATIC,COMPACT,SEDAN,2015
8090,31,8090,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,40,UNKNOWN,NISSAN,VERSA,15530,4,2009,AUTOMATIC,COMPACT,SEDAN,2015
8091,31,8091,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,40,UNKNOWN,NISSAN,VERSA,13990,4,2009,AUTOMATIC,COMPACT,SEDAN,2015
8092,31,8092,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,39,HATCHBACK,NISSAN,VERSA NOTE,18710,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2017
8093,31,8093,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,39,HATCHBACK,NISSAN,VERSA NOTE,16380,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2017
8094,31,8094,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,39,HATCHBACK,NISSAN,VERSA NOTE,17980,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2017
8095,31,8095,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,39,HATCHBACK,NISSAN,VERSA NOTE,15480,4,2009,AUTOMATIC,COMPACT,4DR HATCHBACK,2017
8096,31,8096,FRONT WHEEL DRIVE,4,REGULAR UNLEADED,109,40,UNKNOWN,NISSAN,VERSA,14040,4,2009,AUTOMATIC,COMPACT,SEDAN,2016
8097,19,8097,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,34870,2,2009,AUTOMATIC,COMPACT,COUPE,2015
8098,18,8098,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,33570,2,2009,MANUAL,COMPACT,COUPE,2015
8099,18,8099,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,25,HIGH-PERFORMANCE,NISSAN,370Z,46570,2,2009,AUTOMATIC,COMPACT,CONVERTIBLE,2015
8100,19,8100,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,260,26,CROSSOVER,NISSAN,PATHFINDER,34500,4,2009,AUTOMATIC,LARGE,4DR SUV,2015
8101,19,8101,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,260,26,CROSSOVER,NISSAN,PATHFINDER,31200,4,2009,AUTOMATIC,LARGE,4DR SUV,2015
8102,19,8102,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,260,26,CROSSOVER,NISSAN,PATHFINDER,34830,4,2009,AUTOMATIC,LARGE,4DR SUV,2015
8103,20,8103,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,260,27,CROSSOVER,NISSAN,PATHFINDER,41560,4,2009,AUTOMATIC,LARGE,4DR SUV,2015
8104,19,8104,FOUR WHEEL DRIVE,6,REGULAR UNLEADED,260,26,CROSSOVER,NISSAN,PATHFINDER,37900,4,2009,AUTOMATIC,LARGE,4DR SUV,2015
8105,20,8105,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,260,27,CROSSOVER,NISSAN,PATHFINDER,29780,4,2009,AUTOMATIC,LARGE,4DR SUV,2015
8106,20,8106,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,260,27,CROSSOVER,NISSAN,PATHFINDER,29510,4,2009,AUTOMATIC,LARGE,4DR SUV,2015
8107,18,8107,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,25,HIGH-PERFORMANCE,NISSAN,370Z,41820,2,2009,AUTOMATIC,COMPACT,CONVERTIBLE,2016
8108,19,8108,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),350,26,"FACTORY TUNER,HIGH-PERFORMANCE",NISSAN,370Z,43290,2,2009,AUTOMATIC,COMPACT,COUPE,2015
8109,124,8109,FRONT WHEEL DRIVE,4,ELECTRIC,160,101,HATCHBACK,NISSAN,LEAF,36790,4,2009,DIRECT_DRIVE,COMPACT,4DR HATCHBACK,2016
8110,124,8110,FRONT WHEEL DRIVE,4,ELECTRIC,160,101,HATCHBACK,NISSAN,LEAF,34200,4,2009,DIRECT_DRIVE,COMPACT,4DR HATCHBACK,2016
8111,126,8111,FRONT WHEEL DRIVE,4,ELECTRIC,160,101,HATCHBACK,NISSAN,LEAF,29010,4,2009,DIRECT_DRIVE,COMPACT,4DR HATCHBACK,2016
8112,126,8112,FRONT WHEEL DRIVE,4,ELECTRIC,160,101,HATCHBACK,NISSAN,LEAF,32000,4,2009,DIRECT_DRIVE,COMPACT,4DR HATCHBACK,2015
8113,126,8113,FRONT WHEEL DRIVE,4,ELECTRIC,160,101,HATCHBACK,NISSAN,LEAF,29010,4,2009,DIRECT_DRIVE,COMPACT,4DR HATCHBACK,2015
8114,126,8114,FRONT WHEEL DRIVE,4,ELECTRIC,160,101,HATCHBACK,NISSAN,LEAF,35120,4,2009,DIRECT_DRIVE,COMPACT,4DR HATCHBACK,2015
8115,19,8115,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,38370,2,2009,AUTOMATIC,COMPACT,COUPE,2015
8116,18,8116,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),350,26,"FACTORY TUNER,HIGH-PERFORMANCE",NISSAN,370Z,41990,2,2009,MANUAL,COMPACT,COUPE,2015
8117,18,8117,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),350,26,"FACTORY TUNER,HIGH-PERFORMANCE",NISSAN,370Z,45490,2,2009,MANUAL,COMPACT,COUPE,2015
8118,19,8118,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,39270,2,2009,AUTOMATIC,COMPACT,COUPE,2015
8119,17,8119,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,24,HIGH-PERFORMANCE,NISSAN,370Z,45270,2,2009,MANUAL,COMPACT,CONVERTIBLE,2015
8120,18,8120,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,25,HIGH-PERFORMANCE,NISSAN,370Z,49400,2,2009,AUTOMATIC,COMPACT,CONVERTIBLE,2015
8121,18,8121,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,37070,2,2009,MANUAL,COMPACT,COUPE,2015
8122,18,8122,REAR WHEEL DRIVE,6,PREMIUM UNLEADED (REQUIRED),332,26,HIGH-PERFORMANCE,NISSAN,370Z,37970,2,2009,MANUAL,COMPACT,COUPE,2015
8123,20,8123,FRONT WHEEL DRIVE,6,REGULAR UNLEADED,260,27,UNKNOWN,NISSAN,QUEST,43180,4,2009,AUTOMATIC,COMPACT,PASSENGER MINIVAN,2015
